Variable,Label
DP02_0149E,Estimate!!ANCESTRY!!Total population!!Ukrainian
DP02_0016E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size
DP02_0083EA,Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Same county
DP02_0148E,Estimate!!ANCESTRY!!Total population!!Swiss
DP02_0105PEA,"Annotation of Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
DP02_0130PEA,Annotation of Percent!!ANCESTRY!!Total population!!English
DP02_0052MA,Annotation of Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
DP02_0015E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over
DP02_0065PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
DP02_0003PEA,Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple household!!With children of the householder under 18 years
DP02_0147E,Estimate!!ANCESTRY!!Total population!!Swedish
DP02_0014E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years
DP02_0154PE,Percent!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription
DP02_0079PMA,Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over
DP02_0141MA,Annotation of Margin of Error!!ANCESTRY!!Total population!!Portuguese
DP02_0142PEA,Annotation of Percent!!ANCESTRY!!Total population!!Russian
DP02_0146E,Estimate!!ANCESTRY!!Total population!!Subsaharan African
DP02_0027PEA,"Annotation of Percent!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated"
DP02_0013E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over"
DP02_0078MA,Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
DP02_0080PMA,Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house
DP02_0015PEA,Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over
DP02_0119EA,"Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well"""
DP02_0145E,Estimate!!ANCESTRY!!Total population!!Slovak
DP02_0012E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone"
DP02_0106EA,"Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
DP02_0096EA,Annotation of Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen
DP02_0092PMA,Annotation of Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state
DP02_0021PE,Percent!!RELATIONSHIP!!Population in households!!Unmarried partner
DP02_0011E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With children of the householder under 18 years"
DP02_0144E,Estimate!!ANCESTRY!!Total population!!Scottish
DP02_0143E,Estimate!!ANCESTRY!!Total population!!Scotch-Irish
DP02_0010E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present"
DP02_0065MA,Annotation of Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
DP02_0154PEA,Annotation of Percent!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription
DP02_0078PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
DP02_0052PEA,Annotation of Percent!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
DP02_0124EA,Annotation of Estimate!!ANCESTRY!!Total population
DP02_0083MA,Annotation of Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Same county
DP02_0096PE,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen
DP02_0039PEA,"Annotation of Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02_0130PMA,Annotation of Percent Margin of Error!!ANCESTRY!!Total population!!English
DP02_0040PEA,"Annotation of Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02_0048EA,Annotation of Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
DP02_0070MA,Annotation of Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
DP02_0106PE,"Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
DP02_0076PEA,Annotation of Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability
DP02_0003PMA,Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple household!!With children of the householder under 18 years
DP02_0142PMA,Annotation of Percent Margin of Error!!ANCESTRY!!Total population!!Russian
DP02_0017EA,Annotation of Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size
DP02_0027PMA,"Annotation of Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated"
DP02_0070EA,Annotation of Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
DP02_0119MA,"Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well"""
DP02_0015PMA,Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over
DP02_0052PE,Percent!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
DP02_0019E,Estimate!!RELATIONSHIP!!Population in households!!Householder
DP02_0064PEA,Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
DP02_0106MA,"Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
DP02_0121PMA,"Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well"""
DP02_0119PE,"Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well"""
DP02_0096MA,Annotation of Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen
DP02_0018E,Estimate!!RELATIONSHIP!!Population in households
DP02_0004EA,Annotation of Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household
DP02_0154PMA,Annotation of Percent Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription
DP02_0137EA,Annotation of Estimate!!ANCESTRY!!Total population!!Italian
DP02_0124MA,Annotation of Margin of Error!!ANCESTRY!!Total population
DP02_0137PE,Percent!!ANCESTRY!!Total population!!Italian
DP02_0108PMA,"Annotation of Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa"
DP02_0022EA,Annotation of Estimate!!RELATIONSHIP!!Population in households!!Child
DP02_0043PEA,"Annotation of Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02_0006PMA,"Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present"
DP02_0142EA,Annotation of Estimate!!ANCESTRY!!Total population!!Russian
DP02_0031PEA,Annotation of Percent!!MARITAL STATUS!!Females 15 years and over
DP02_0079EA,Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over
DP02_0067PEA,Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher
DP02_0004PE,Percent!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household
DP02_0048MA,Annotation of Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
DP02_0018PMA,Annotation of Percent Margin of Error!!RELATIONSHIP!!Population in households
DP02_0083PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Same county
DP02_0017MA,Annotation of Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Average family size
DP02_0111EA,"Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America"
DP02_0121PEA,"Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well"""
DP02_0070PE,Percent!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
DP02_0035EA,Annotation of Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed
DP02_0055PEA,Annotation of Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten
DP02_0137MA,Annotation of Margin of Error!!ANCESTRY!!Total population!!Italian
DP02_0017PE,Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average family size
DP02_0004MA,Annotation of Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household
DP02_0053EA,Annotation of Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
DP02_0154E,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription
DP02_0021E,Estimate!!RELATIONSHIP!!Population in households!!Unmarried partner
DP02_0092PEA,Annotation of Percent!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state
DP02_0022MA,Annotation of Margin of Error!!RELATIONSHIP!!Population in households!!Child
DP02_0108PEA,"Annotation of Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa"
DP02_0043PMA,"Annotation of Percent Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02_0153E,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer
DP02_0020E,Estimate!!RELATIONSHIP!!Population in households!!Spouse
DP02_0035PE,Percent!!MARITAL STATUS!!Females 15 years and over!!Widowed
DP02_0142MA,Annotation of Margin of Error!!ANCESTRY!!Total population!!Russian
DP02_0031PMA,Annotation of Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over
DP02_0067PMA,Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher
DP02_0138PEA,Annotation of Percent!!ANCESTRY!!Total population!!Lithuanian
DP02_0152E,Estimate!!COMPUTERS AND INTERNET USE!!Total households
DP02_0079MA,Annotation of Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over
DP02_0151E,Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)
DP02_0040EA,"Annotation of Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02_0079PEA,Annotation of Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over
DP02_0150E,Estimate!!ANCESTRY!!Total population!!Welsh
DP02_0151PEA,Annotation of Percent!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)
DP02_0111MA,"Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America"
DP02_0124PE,Percent!!ANCESTRY!!Total population
DP02_0066EA,Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
DP02_0111PE,"Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America"
DP02_0035MA,Annotation of Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Widowed
DP02_0080PEA,Annotation of Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house
DP02_0048PE,Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
DP02_0055PMA,Annotation of Percent Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten
DP02_0138E,Estimate!!ANCESTRY!!Total population!!Lithuanian
DP02_0005E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With children of the householder under 18 years
DP02_0053MA,Annotation of Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
DP02_0066PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
DP02_0114PMA,Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English
DP02_0137E,Estimate!!ANCESTRY!!Total population!!Italian
DP02_0004E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household
DP02_0018EA,Annotation of Estimate!!RELATIONSHIP!!Population in households
DP02_0012PMA,"Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone"
DP02_0102PMA,Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born
DP02_0073PEA,Annotation of Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years
DP02_0048PEA,Annotation of Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
DP02_0136E,Estimate!!ANCESTRY!!Total population!!Irish
DP02_0003E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple household!!With children of the householder under 18 years
DP02_0071EA,Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population
DP02_0040MA,"Annotation of Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02_0053PE,Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
DP02_0135E,Estimate!!ANCESTRY!!Total population!!Hungarian
DP02_0002E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple household
DP02_0022PE,Percent!!RELATIONSHIP!!Population in households!!Child
DP02_0107EA,"Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia"
DP02_0097EA,Annotation of Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen
DP02_0134E,Estimate!!ANCESTRY!!Total population!!Greek
DP02_0001E,Estimate!!HOUSEHOLDS BY TYPE!!Total households
DP02_0036PMA,Annotation of Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Divorced
DP02_0079PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over
DP02_0066MA,Annotation of Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
DP02_0133E,Estimate!!ANCESTRY!!Total population!!German
DP02_0132E,Estimate!!ANCESTRY!!Total population!!French Canadian
DP02_0061PEA,"Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
DP02_0142PE,Percent!!ANCESTRY!!Total population!!Russian
DP02_0126PEA,Annotation of Percent!!ANCESTRY!!Total population!!Arab
DP02_0084EA,Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county
